"Title","Authors","Editors","YearPublished","URL","DateAdded","Access type","Pub ID"
"London Sheriffs Court Roll 1320","","Stevens, Matthew","2010","https://www.british-history.ac.uk/no-series/london-sheriff-court-roll/1320","2012-01-04T00:00:00","Free content","1283"
"London Viewers and their Certificates, 1508-1558: Certificates of the Sworn Viewers of the City of London","","Loengard, Janet Senderowitz","1989","https://www.british-history.ac.uk/london-record-soc/vol26","2005-03-21T00:00:00","Free content","158"
"Magna Britannia: Volume 3, Cornwall","Lysons, Daniel;Lysons, Samuel","","1814","https://www.british-history.ac.uk/magna-britannia/vol3","2006-11-07T00:00:00","Free content","403"
"Magna Britannia: Volume 4, Cumberland","Lysons, Daniel;Lysons, Samuel","","1816","https://www.british-history.ac.uk/magna-britannia/vol4","2006-10-31T00:00:00","Free content","404"
"Magna Britannia: Volume 5, Derbyshire","Lysons, Daniel;Lysons, Samuel","","1817","https://www.british-history.ac.uk/magna-britannia/vol5","2006-10-31T00:00:00","Free content","405"
"Magna Britannia: Volume 6, Devonshire","Lysons, Daniel;Lysons, Samuel","","1822","https://www.british-history.ac.uk/magna-britannia/vol6","2006-11-07T00:00:00","Free content","406"
"Map of Aberdeenshire","","","1868-1874","https://www.british-history.ac.uk/os-1-to-10560/aberdeenshire","2005-07-04T23:00:00","Free content","1375"
"Map of Anglesey","","","1888-1891","https://www.british-history.ac.uk/os-1-to-10560/anglesey","2005-07-04T23:00:00","Free content","1408"
"Map of Argyllshire","","","1868-1883","https://www.british-history.ac.uk/os-1-to-10560/argyllshire","2005-07-04T23:00:00","Free content","1376"
"Map of Ayrshire","","","1857-1860","https://www.british-history.ac.uk/os-1-to-10560/ayrshire","2005-07-04T23:00:00","Free content","1377"
"Map of Banffshire","","","1870-1874","https://www.british-history.ac.uk/os-1-to-10560/banffshire","2005-07-04T23:00:00","Free content","1378"
"Map of Bedfordshire","","","1885-1896","https://www.british-history.ac.uk/os-1-to-10560/bedfordshire","2005-07-04T23:00:00","Free content","1335"
"Map of Berkshire","","","1876-1886","https://www.british-history.ac.uk/os-1-to-10560/berkshire","2005-07-04T23:00:00","Free content","1336"
"Map of Berwickshire","","","1857-1862","https://www.british-history.ac.uk/os-1-to-10560/berwickshire","2005-07-04T23:00:00","Free content","1379"
"Map of Birmingham and its Environs","","","1884-1891","https://www.british-history.ac.uk/os-1-to-2500/birmingham","2006-09-18T23:00:00","Free content","1421"
"Map of Brecknockshire","","","1884-1892","https://www.british-history.ac.uk/os-1-to-10560/brecknockshire","2005-07-04T23:00:00","Free content","1409"
"Map of Buckinghamshire","","","1881-1886","https://www.british-history.ac.uk/os-1-to-10560/buckinghamshire","2005-07-04T23:00:00","Free content","1337"
"Map of Caernarvonshire","","","1888-1895","https://www.british-history.ac.uk/os-1-to-10560/caernarvonshire","2005-07-04T23:00:00","Free content","1410"
"Map of Caithness-shire","","","1876-1878","https://www.british-history.ac.uk/os-1-to-10560/caithness-shire","2005-07-04T23:00:00","Free content","1380"
"Map of Cambridgeshire","","","1884-1892","https://www.british-history.ac.uk/os-1-to-10560/cambridgeshire","2005-07-04T23:00:00","Free content","1338"
"Map of Cardiff and its Environs","","","1875-1882","https://www.british-history.ac.uk/os-1-to-2500/cardiff","2006-09-18T23:00:00","Free content","1424"
"Map of Cardiganshire","","","1887-1891","https://www.british-history.ac.uk/os-1-to-10560/cardiganshire","2005-07-04T23:00:00","Free content","1411"
"Map of Carmarthenshire","","","1888-1898","https://www.british-history.ac.uk/os-1-to-10560/carmarthenshire","2005-07-04T23:00:00","Free content","1412"
"Map of Cheshire","","","1881-1882","https://www.british-history.ac.uk/os-1-to-10560/cheshire","2005-07-04T23:00:00","Free content","1339"
"Map of Chester and its Environs","","","1871-1891","https://www.british-history.ac.uk/os-1-to-2500/chester","2005-11-08T00:00:00","Free content","1426"
"Map of Chichester and its Environs","","","1875-1876","https://www.british-history.ac.uk/os-1-to-2500/chichester","2006-09-18T23:00:00","Free content","1427"
"Map of City of London and its Environs","","","1869-1880","https://www.british-history.ac.uk/os-1-to-2500/london","2005-11-14T00:00:00","Free content","1428"
"Map of Colchester and its Environs","","","1874-1878","https://www.british-history.ac.uk/os-1-to-2500/colchester","2005-11-16T00:00:00","Free content","1429"
"Map of Cornwall","","","1868-1896","https://www.british-history.ac.uk/os-1-to-10560/cornwall","2005-07-04T23:00:00","Free content","1340"
"Map of Coventry and its Environs","","","1884-1889","https://www.british-history.ac.uk/os-1-to-2500/coventry","2005-11-16T00:00:00","Free content","1430"
"Map of Cumberland","","","1867-1868","https://www.british-history.ac.uk/os-1-to-10560/cumberland","2005-07-04T23:00:00","Free content","1341"
"Map of Denbighshire","","","1879-1882","https://www.british-history.ac.uk/os-1-to-10560/denbighshire","2005-07-04T23:00:00","Free content","1413"
"Map of Derbyshire","","","1882-1896","https://www.british-history.ac.uk/os-1-to-10560/derbyshire","2005-07-04T23:00:00","Free content","1342"
"Map of Devon","","","1862-1898","https://www.british-history.ac.uk/os-1-to-10560/devon","2005-07-04T23:00:00","Free content","1343"
"Map of Dorset","","","1888-1892","https://www.british-history.ac.uk/os-1-to-10560/dorset","2005-07-04T23:00:00","Free content","1344"
"Map of Dumbartonshire","","","1864-1873","https://www.british-history.ac.uk/os-1-to-10560/dumbartonshire","2005-07-04T23:00:00","Free content","1381"
"Map of Dumfriesshire","","","1858-1863","https://www.british-history.ac.uk/os-1-to-10560/dumfriesshire","2005-07-04T23:00:00","Free content","1382"
"Map of Durham and its Environs","","","1860-1895","https://www.british-history.ac.uk/os-1-to-2500/durham","2006-09-18T23:00:00","Free content","1431"
"Map of Durham","","","1857-1867","https://www.british-history.ac.uk/os-1-to-10560/durham","2005-07-04T23:00:00","Free content","1345"
"Map of Edinburgh and its Environs","","","1894-1896","https://www.british-history.ac.uk/os-1-to-2500/edinburgh","2006-09-11T23:00:00","Free content","1432"
"Map of Edinburghshire","","","1853-1884","https://www.british-history.ac.uk/os-1-to-10560/edinburghshire","2005-07-04T23:00:00","Free content","1383"
"Map of Elginshire","","","1873-1874","https://www.british-history.ac.uk/os-1-to-10560/elginshire","2005-07-04T23:00:00","Free content","1384"
"Map of Essex","","","1872-1890","https://www.british-history.ac.uk/os-1-to-10560/essex","2005-07-05T23:00:00","Free content","1346"
"Map of Fifeshire","","","1855-1857","https://www.british-history.ac.uk/os-1-to-10560/fifeshire","2005-07-05T23:00:00","Free content","1385"
"Map of Flintshire","","","1878-1882","https://www.british-history.ac.uk/os-1-to-10560/flintshire","2005-07-05T23:00:00","Free content","1414"
"Map of Forfarshire","","","1865-1869","https://www.british-history.ac.uk/os-1-to-10560/forfarshire","2005-07-05T23:00:00","Free content","1386"
"Map of Glamorganshire","","","1883-1886","https://www.british-history.ac.uk/os-1-to-10560/glamorganshire","2005-07-05T23:00:00","Free content","1415"
"Map of Glasgow and its Environs","","","1857-1893","https://www.british-history.ac.uk/os-1-to-2500/glasgow","2006-09-11T23:00:00","Free content","1433"
"Map of Gloucestershire","","","1884-1894","https://www.british-history.ac.uk/os-1-to-10560/gloucestershire","2005-07-05T23:00:00","Free content","1347"
"Map of Haddingtonshire","","","1854-1855","https://www.british-history.ac.uk/os-1-to-10560/haddingtonshire","2005-07-05T23:00:00","Free content","1387"
"Map of Hampshire","","","1866-1889","https://www.british-history.ac.uk/os-1-to-10560/hampshire","2005-07-05T23:00:00","Free content","1348"
"Map of Herefordshire","","","1884-1892","https://www.british-history.ac.uk/os-1-to-10560/herefordshire","2005-07-05T23:00:00","Free content","1349"
"Map of Hertfordshire","","","1873-1885","https://www.british-history.ac.uk/os-1-to-10560/hertfordshire","2005-07-05T23:00:00","Free content","1350"
"Map of Huntingdonshire","","","1889-1892","https://www.british-history.ac.uk/os-1-to-10560/huntingdonshire","2005-07-05T23:00:00","Free content","1351"
"Map of Inverness-shire & Skye","","","1872-1881","https://www.british-history.ac.uk/os-1-to-10560/inverness-shire-and-skye","2005-07-05T23:00:00","Free content","1388"
"Map of Isle of Lewis","","","1851-1855","https://www.british-history.ac.uk/os-1-to-10560/isle-of-lewis","2005-07-05T23:00:00","Free content","1389"
"Map of Isle of Man","","","1870","https://www.british-history.ac.uk/os-1-to-10560/isle-of-man","2005-07-05T23:00:00","Free content","1352"
"Map of Isle of Skye","","","1876-1882","https://www.british-history.ac.uk/os-1-to-10560/isle-of-skye","2005-07-06T23:00:00","Free content","1390"
"Map of Kent","","","1869-1882","https://www.british-history.ac.uk/os-1-to-10560/kent","2005-07-05T23:00:00","Free content","1353"
"Map of Kincardineshire","","","1868","https://www.british-history.ac.uk/os-1-to-10560/kincardineshire","2005-07-05T23:00:00","Free content","1391"
"Map of Kirkcudbrightshire","","","1851-1860","https://www.british-history.ac.uk/os-1-to-10560/kirkcudbrightshire","2005-07-05T23:00:00","Free content","1392"
"Map of Lanarkshire","","","1863-1865","https://www.british-history.ac.uk/os-1-to-10560/lanarkshire","2005-07-05T23:00:00","Free content","1393"
"Map of Lancashire","","","1846-1873","https://www.british-history.ac.uk/os-1-to-10560/lancashire","2005-07-05T23:00:00","Free content","1354"
"Map of Leicestershire","","","1884-1892","https://www.british-history.ac.uk/os-1-to-10560/leicestershire","2005-07-05T23:00:00","Free content","1355"
"Map of Lichfield and its Environs","","","1884","https://www.british-history.ac.uk/os-1-to-2500/lichfield","2006-09-18T23:00:00","Free content","1434"
"Map of Lincolnshire","","","1886-1897","https://www.british-history.ac.uk/os-1-to-10560/lincolnshire","2005-07-05T23:00:00","Free content","1356"
"Map of Linlithgowshire","","","1856","https://www.british-history.ac.uk/os-1-to-10560/linlithgowshire","2005-07-05T23:00:00","Free content","1394"
"Map of Liverpool and its Environs","","","1874-1893","https://www.british-history.ac.uk/os-1-to-2500/liverpool","2006-09-21T23:00:00","Free content","1435"
"Map of Manchester and its Environs","","","1889-1909","https://www.british-history.ac.uk/os-1-to-2500/manchester","2006-09-21T23:00:00","Free content","1437"
"Map of Merionethshire","","","1888-1892","https://www.british-history.ac.uk/os-1-to-10560/merionethshire","2005-07-05T23:00:00","Free content","1416"
"Map of Middlesex","","","1868-1883","https://www.british-history.ac.uk/os-1-to-10560/middlesex","2005-07-05T23:00:00","Free content","1357"
"Map of Monmouthshire","","","1884-1887","https://www.british-history.ac.uk/os-1-to-10560/monmouthshire","2005-07-05T23:00:00","Free content","1417"
"Map of Montgomeryshire","","","1885-1896","https://www.british-history.ac.uk/os-1-to-10560/montgomeryshire","2005-07-05T23:00:00","Free content","1418"
"Map of Nairnshire","","","1871-1876","https://www.british-history.ac.uk/os-1-to-10560/nairnshire","2005-07-05T23:00:00","Free content","1395"
"Map of Newcastle Upon Tyne and its Environs","","","1858-1895","https://www.british-history.ac.uk/os-1-to-2500/newcastle-upon-tyne","2006-09-21T23:00:00","Free content","1438"
"Map of Norfolk","","","1883-1897","https://www.british-history.ac.uk/os-1-to-10560/norfolk","2005-07-05T23:00:00","Free content","1358"
"Map of Northamptonshire","","","1884-1892","https://www.british-history.ac.uk/os-1-to-10560/northamptonshire","2005-07-05T23:00:00","Free content","1359"
"Map of Northumberland","","","1864-1867","https://www.british-history.ac.uk/os-1-to-10560/northumberland","2005-07-05T23:00:00","Free content","1360"
"Map of Nottinghamshire","","","1883-1899","https://www.british-history.ac.uk/os-1-to-10560/nottinghamshire","2005-07-05T23:00:00","Free content","1361"
"Map of Orkney","","","1882","https://www.british-history.ac.uk/os-1-to-10560/orkney","2005-07-05T23:00:00","Free content","1396"
"Map of Outer Hebrides","","","1879-1882","https://www.british-history.ac.uk/os-1-to-10560/outer-hebrides","2005-07-05T23:00:00","Free content","1397"
"Map of Oxford and its Environs","","","1875-1881","https://www.british-history.ac.uk/os-1-to-2500/oxford","2005-11-10T00:00:00","Free content","1440"
"Map of Oxfordshire","","","1882-1887","https://www.british-history.ac.uk/os-1-to-10560/oxfordshire","2005-07-05T23:00:00","Free content","1362"
"Map of Peebleshire","","","1858-1864","https://www.british-history.ac.uk/os-1-to-10560/peebleshire","2005-07-05T23:00:00","Free content","1398"
"Map of Pembrokeshire","","","1868-1892","https://www.british-history.ac.uk/os-1-to-10560/pembrokeshire","2005-07-05T23:00:00","Free content","1419"
"Map of Perthshire","","","1866-1874","https://www.british-history.ac.uk/os-1-to-10560/perthshire","2005-07-05T23:00:00","Free content","1399"
"Map of Portsmouth and its Environs","","","1867-1881","https://www.british-history.ac.uk/os-1-to-2500/portsmouth","2006-09-21T23:00:00","Free content","1442"
"Map of Radnorshire","","","1888-1891","https://www.british-history.ac.uk/os-1-to-10560/radnorshire","2005-07-05T23:00:00","Free content","1420"
"Map of Renfrewshire","","","1863-1864","https://www.british-history.ac.uk/os-1-to-10560/renfrewshire","2005-07-05T23:00:00","Free content","1400"
"Map of Ross & Cromarty","","","1880-1881","https://www.british-history.ac.uk/os-1-to-10560/ross-and-cromarty","2005-07-06T23:00:00","Free content","1401"
"Map of Roxburghshire","","","1863","https://www.british-history.ac.uk/os-1-to-10560/roxburghshire","2005-07-06T23:00:00","Free content","1402"
"Map of Rutland","","","1884-1891","https://www.british-history.ac.uk/os-1-to-10560/rutland","2005-07-06T23:00:00","Free content","1363"
"Map of Salisbury and its Environs","","","1880-1881","https://www.british-history.ac.uk/os-1-to-2500/salisbury","2006-09-21T23:00:00","Free content","1443"
"Map of Selkirkshire","","","1862-1863","https://www.british-history.ac.uk/os-1-to-10560/selkirkshire","2005-07-06T23:00:00","Free content","1403"
"Map of Shetland","","","1880-1882","https://www.british-history.ac.uk/os-1-to-10560/shetland","2005-07-06T23:00:00","Free content","1404"
"Map of Shropshire","","","1883-1895","https://www.british-history.ac.uk/os-1-to-10560/shropshire","2005-07-06T23:00:00","Free content","1364"
"Map of Somerset","","","1884-1894","https://www.british-history.ac.uk/os-1-to-10560/somerset","2005-07-06T23:00:00","Free content","1365"
"Map of Southampton and its Environs","","","1867-1887","https://www.british-history.ac.uk/os-1-to-2500/southampton","2006-09-24T23:00:00","Free content","1444"
"Map of Staffordshire","","","1883-1894","https://www.british-history.ac.uk/os-1-to-10560/staffordshire","2005-07-06T23:00:00","Free content","1366"
"Map of Stirlingshire","","","1864-1866","https://www.british-history.ac.uk/os-1-to-10560/stirlingshire","2005-07-06T23:00:00","Free content","1405"
"Map of Suffolk","","","1881-1893","https://www.british-history.ac.uk/os-1-to-10560/suffolk","2005-07-06T23:00:00","Free content","1367"
"Map of Surrey","","","1871-1882","https://www.british-history.ac.uk/os-1-to-10560/surrey","2005-07-06T23:00:00","Free content","1368"
"Map of Sussex","","","1877-1880","https://www.british-history.ac.uk/os-1-to-10560/sussex","2005-07-06T23:00:00","Free content","1369"
"Map of Sutherland","","","1878-1881","https://www.british-history.ac.uk/os-1-to-10560/sutherland","2005-07-06T23:00:00","Free content","1406"
"Map of Warwickshire","","","1884-1893","https://www.british-history.ac.uk/os-1-to-10560/warwickshire","2005-07-06T23:00:00","Free content","1370"
"Map of Westmorland","","","1861-1863","https://www.british-history.ac.uk/os-1-to-10560/westmoreland","2005-07-06T23:00:00","Free content","1371"
"Map of Wigtownshire","","","1847-1850","https://www.british-history.ac.uk/os-1-to-10560/wigtownshire","2005-07-06T23:00:00","Free content","1407"
"Map of Wiltshire","","","1878-1890","https://www.british-history.ac.uk/os-1-to-10560/wiltshire","2005-07-06T23:00:00","Free content","1372"
"Map of Winchester and its Environs","","","1869-1890","https://www.british-history.ac.uk/os-1-to-2500/winchester","2006-09-24T23:00:00","Free content","1445"
"Map of Worcester and its Environs","","","1885-1888","https://www.british-history.ac.uk/os-1-to-2500/worcester","2006-09-24T23:00:00","Free content","1446"
"Map of Worcestershire","","","1883-1893","https://www.british-history.ac.uk/os-1-to-10560/worcestershire","2005-07-06T23:00:00","Free content","1373"
"Map of York and its Environs","","","1889-1893","https://www.british-history.ac.uk/os-1-to-2500/york","2006-09-24T23:00:00","Free content","1447"
"Map of Yorkshire","","","1848-1857","https://www.british-history.ac.uk/os-1-to-10560/yorkshire","2005-07-06T23:00:00","Free content","1374"
"Memorials of London and London Life in the 13th, 14th and 15th Centuries","","Riley, H T","1868","https://www.british-history.ac.uk/no-series/memorials-london-life","2008-01-25T00:00:00","Free content","585"
"Memorials of the Guild of Merchant Taylors of the Fraternity of St. John the Baptist in the City of London","","Clode, C M","1875","https://www.british-history.ac.uk/no-series/taylors-guild-london","2008-04-17T23:00:00","Free content","562"
"Middlesex County Records: Volume 1, 1550-1603","","Jeaffreson, John Cordy","1886","https://www.british-history.ac.uk/middx-county-records/vol1","2007-11-02T00:00:00","Free content","551"
"Middlesex County Records: Volume 2, 1603-25","","Jeaffreson, John Cordy","1887","https://www.british-history.ac.uk/middx-county-records/vol2","2007-11-02T00:00:00","Free content","552"
"Middlesex County Records: Volume 3, 1625-67","","Jeaffreson, John Cordy","1888","https://www.british-history.ac.uk/middx-county-records/vol3","2007-11-02T00:00:00","Free content","553"
"Middlesex County Records: Volume 4, 1667-88","","Jeaffreson, John Cordy","1892","https://www.british-history.ac.uk/middx-county-records/vol4","2007-11-02T00:00:00","Free content","554"
"Middlesex County Records. Calendar of Sessions Books 1689-1709","","Hardy, W J","1905","https://www.british-history.ac.uk/middx-county-records/session-bks-1689-1709","2007-11-02T00:00:00","Free content","550"
"Morgan's Map of the Whole of London in 1682","","","1682","https://www.british-history.ac.uk/no-series/london-map-morgan/1682","2004-07-11T00:00:00","Free content","59"
"Office-Holders in Modern Britain: Volume 1, Treasury Officials 1660-1870","","Sainty, J C","1972","https://www.british-history.ac.uk/office-holders/vol1","2004-06-07T23:00:00","Free content","71"
"Office-Holders in Modern Britain: Volume 10, Officials of Royal Commissions of Inquiry 1870-1939","","Harrison, Elaine","1995","https://www.british-history.ac.uk/office-holders/vol10","2004-05-20T23:00:00","Free content","80"
"Office-Holders in Modern Britain: Volume 11 (Revised), Court Officers, 1660-1837","","Bucholz, R O","2006","https://www.british-history.ac.uk/office-holders/vol11","2006-05-18T23:00:00","Free content","316"
"Office-Holders in Modern Britain: Volume 2, Officials of the Secretaries of State 1660-1782","","Sainty, J C","1973","https://www.british-history.ac.uk/office-holders/vol2","2004-06-07T23:00:00","Free content","72"
"Office-Holders in Modern Britain: Volume 3, Officials of the Boards of Trade 1660-1870","","Sainty, J C","1974","https://www.british-history.ac.uk/office-holders/vol3","2004-06-09T23:00:00","Free content","73"
"Office-Holders in Modern Britain: Volume 4, Admiralty Officials 1660-1870","","Sainty, J C","1975","https://www.british-history.ac.uk/office-holders/vol4","2004-06-13T23:00:00","Free content","74"
"Office-Holders in Modern Britain: Volume 5, Home Office Officials 1782-1870","","Sainty, J C","1975","https://www.british-history.ac.uk/office-holders/vol5","2004-06-13T23:00:00","Free content","75"
"Office-Holders in Modern Britain: Volume 6, Colonial Office Officials 1794-1870","","Sainty, J C","1976","https://www.british-history.ac.uk/office-holders/vol6","2004-06-10T00:00:00","Free content","76"
"Office-Holders in Modern Britain: Volume 7, Navy Board Officials 1660-1832","","Collinge, J M","1978","https://www.british-history.ac.uk/office-holders/vol7","2004-06-15T23:00:00","Free content","77"
"Office-Holders in Modern Britain: Volume 8, Foreign Office Officials 1782-1870","","Collinge, J M","1979","https://www.british-history.ac.uk/office-holders/vol8","2004-06-13T23:00:00","Free content","78"
"Office-Holders in Modern Britain: Volume 9, Officials of Royal Commissions of Inquiry 1815-1870","","Collinge, J M","1984","https://www.british-history.ac.uk/office-holders/vol9","2004-06-17T23:00:00","Free content","79"
"Ogilby and Morgan's Large Scale Map of the City As Rebuilt By 1676","","","1676","https://www.british-history.ac.uk/no-series/london-map-ogilby-morgan/1676","2004-06-21T00:00:00","Free content","61"
"Old and New London: Volume 1","Thornbury, Walter","","1878","https://www.british-history.ac.uk/old-new-london/vol1","2006-07-06T00:00:00","Free content","339"
"Old and New London: Volume 2","Thornbury, Walter","","1878","https://www.british-history.ac.uk/old-new-london/vol2","2006-07-06T00:00:00","Free content","340"
"Old and New London: Volume 3","Thornbury, Walter","","1878","https://www.british-history.ac.uk/old-new-london/vol3","2006-07-06T00:00:00","Free content","341"
"Old and New London: Volume 4","Walford, Edward","","1878","https://www.british-history.ac.uk/old-new-london/vol4","2006-07-06T00:00:00","Free content","342"
"Old and New London: Volume 5","Walford, Edward","","1878","https://www.british-history.ac.uk/old-new-london/vol5","2006-07-06T00:00:00","Free content","343"
"Old and New London: Volume 6","Walford, Edward","","1878","https://www.british-history.ac.uk/old-new-london/vol6","2006-06-28T00:00:00","Free content","344"
"Parish Fraternity Register: Fraternity of the Holy Trinity and SS. Fabian and Sebastian (Parish of St. Botolph without Aldersgate)","","Basing, Patricia","1982","https://www.british-history.ac.uk/london-record-soc/vol18","2008-04-03T00:00:00","Free content","591"
"Petitions in the State Papers, 1600-1699","","Brodie Waddell","","https://www.british-history.ac.uk/petitions/state-papers","2019-12-12T00:00:00","Free content","1527"
"Petitions to the Cheshire Quarter Sessions, 1573-1798","","Sharon Howard","","https://www.british-history.ac.uk/petitions/cheshire","2019-08-27T00:00:00","Free content","1523"
"Petitions to the Derbyshire Quarter Sessions, 1632-1770","","Brodie Waddell","","https://www.british-history.ac.uk/petitions/derbyshire","2019-10-18T00:00:00","Free content","1524"
"Petitions to the House of Lords, 1597-1696","","Jason Peacey","","https://www.british-history.ac.uk/petitions/house-of-lords","2020-06-15T00:00:00","Free content","1530"
"Petitions to the Pope 1342-1419","","Bliss, W H","1896","https://www.british-history.ac.uk/no-series/petitions-to-pope/1342-1419","2009-03-13T00:00:00","Free content","995"
"Petitions to the Staffordshire Quarter Sessions, 1589-1799","","Brodie Waddell","","https://www.british-history.ac.uk/petitions/staffordshire","2019-10-23T00:00:00","Free content","1525"
"Petitions to the Westminster Quarter Sessions, 1620-1799","","Brodie Waddell","","https://www.british-history.ac.uk/petitions/westminster","2019-11-15T00:00:00","Free content","1526"
"Petitions to the Worcestershire Quarter Sessions, 1592-1797","","Brodie Waddell","","https://www.british-history.ac.uk/petitions/worcs-quarter-sessions","2019-08-06T00:00:00","Free content","1522"
"Physicians and Irregular Medical Practitioners in London 1550-1640 Database","Pelling, Margaret;White, Frances","","2004","https://www.british-history.ac.uk/no-series/london-physicians/1550-1640","2004-06-10T23:00:00","Free content","107"
"Prisoners' Letters to the Bank of England, 1781-1827","","Palk, Deirdre","2007","https://www.british-history.ac.uk/london-record-soc/vol42","2015-07-17T00:00:00","Free content","1467"
"Proceedings in Parliament 1624: The House of Commons","","Baker, Philip","2015-18","https://www.british-history.ac.uk/no-series/proceedings-1624-parl","2015-01-16T00:00:00","Free content","1450"
"Records of the Worshipful Company of Carpenters Volume I: Apprentices' Entry Books 1654-1694","","Marsh, Bower","1913","https://www.british-history.ac.uk/no-series/london-carpenters/1654-94","2006-06-22T23:00:00","Free content","354"
"Records Relating To the Barony of Kendale: Volume 1","","Farrer, William;Curwen, John F","1923","https://www.british-history.ac.uk/kendale-barony/vol1","2006-08-31T23:00:00","Free content","400"
"Records Relating To the Barony of Kendale: Volume 2","","Farrer, William;Curwen, John F","1924","https://www.british-history.ac.uk/kendale-barony/vol2","2006-08-31T23:00:00","Free content","401"
"Records Relating To the Barony of Kendale: Volume 3","","Curwen, John F","1926","https://www.british-history.ac.uk/kendale-barony/vol3","2006-08-31T23:00:00","Free content","402"
"Register and Records of Holm Cultram","","Grainger, Francis;Collingwood, W G","1929","https://www.british-history.ac.uk/n-westmorland-records/vol7","2006-08-31T23:00:00","Free content","399"
"Register of the Freemen of the City of York: Vol. 1, 1272-1558","","Collins, Francis","1897","https://www.british-history.ac.uk/york-freemen/vol1","2006-07-18T23:00:00","Free content","378"
"Register of the Freemen of the City of York: Vol. 2, 1559-1759","","Collins, Francis","1900","https://www.british-history.ac.uk/york-freemen/vol2","2006-07-26T23:00:00","Free content","379"
"Registrum Statutorum et Consuetudinum Ecclesiae Cathedralis Sancti Pauli Londiniensis","","Simpson, W Sparrow","1873","https://www.british-history.ac.uk/no-series/st-pauls-register","2007-03-09T00:00:00","Free content, Free page scans","331"
"Report On the Records of the City of Exeter","Historical Manuscripts Commission","","1916","https://www.british-history.ac.uk/hist-mss-comm/vol73","2008-04-24T23:00:00","Free content","728"
"Report to the Master of the Rolls On Documents in the Archives of Venice","Hardy, Thomas Duffus","","1866","https://www.british-history.ac.uk/no-series/master-of-rolls-report","2009-03-13T00:00:00","Free content","998"
"Richard Hutton's Complaints Book: The Notebook of the Steward of the Quaker Workhouse At Clerkenwell, 1711-1737","","Hitchcock, Timothy V","1987","https://www.british-history.ac.uk/london-record-soc/vol24","2005-05-16T00:00:00","Free content","236"
"Richard II and the English Royal Treasure: Inventory","","Jenny Stratford","2012","https://www.british-history.ac.uk/no-series/inventory-ric-ii-treasure","2017-09-28T00:00:00","Free content","1504"
"Roger Whitley's Diary 1684-1697 Bodleian Library, Ms Eng Hist C 711","","Stevens, Michael;Lewington, Honor","2004","https://www.british-history.ac.uk/no-series/roger-whitley-diary/1684-97","2004-08-17T00:00:00","Free content","121"
"Rymer's Foedera Volume 10","","Rymer, Thomas","1739-1745","https://www.british-history.ac.uk/rymer-foedera/vol10","2010-03-26T00:00:00","Free content","1138"
"Rymer's Foedera Volume 11","","Rymer, Thomas","1739-1745","https://www.british-history.ac.uk/rymer-foedera/vol11","2013-09-02T23:00:00","Free content","1139"
"Rymer's Foedera Volume 12","","Rymer, Thomas","1739-1745","https://www.british-history.ac.uk/rymer-foedera/vol12","2013-09-02T23:00:00","Free content","1140"
"Rymer's Foedera Volume 8","","Rymer, Thomas","1739-1745","https://www.british-history.ac.uk/rymer-foedera/vol8","2009-12-18T00:00:00","Free content","1136"
"Rymer's Foedera Volume 9","","Rymer, Thomas","1739-1745","https://www.british-history.ac.uk/rymer-foedera/vol9","2009-12-18T00:00:00","Free content","1137"
"Scriveners' Company Common Paper 1357-1628 With A Continuation To 1678","","Steer, Francis W","1968","https://www.british-history.ac.uk/london-record-soc/vol4","2005-01-28T00:00:00","Free content","152"
"St Martin-in-The-Fields: the Accounts of the Churchwardens, 1525-1603","","Kitto, J V","1901","https://www.british-history.ac.uk/no-series/churchwardens-st-martin-fields/1525-1603","2008-07-31T23:00:00","Free content","589"
"St Mary Colechurch: Vestry Minutes 1613-72","People in Place project","","2011","https://www.british-history.ac.uk/no-series/vestry-mins-colechurch-1613-72","2011-09-22T00:00:00","Free content","1280"
"Staffordshire Historical Collections, Vol. 10, Part 1","","Wrottesley, G","1889","https://www.british-history.ac.uk/staffs-hist-collection/vol10/pt1","2007-01-12T00:00:00","Free content","460"
"Staffordshire Historical Collections, Vol. 11","","Wrottesley, G;Parker, F","1890","https://www.british-history.ac.uk/staffs-hist-collection/vol11","2007-01-12T00:00:00","Free content","465"
"Staffordshire Historical Collections, Vol. 4","","Wrottesley, George","1883","https://www.british-history.ac.uk/staffs-hist-collection/vol4","2007-01-12T00:00:00","Free content","462"
"Staffordshire Historical Collections, Vol. 5 Part 1","","Wrottesley, G","1884","https://www.british-history.ac.uk/staffs-hist-collection/vol5/pt1","2007-01-12T00:00:00","Free content","461"
"Staffordshire Historical Collections, Vol. 6 Part 1","","Wrottesley, G","1885","https://www.british-history.ac.uk/staffs-hist-collection/vol6/pt1","2007-01-12T00:00:00","Free content","463"
"Staffordshire Historical Collections, Vol. 7, Part 1","","Wrottesley, George","1886","https://www.british-history.ac.uk/staffs-hist-collection/vol7/pt1","2007-01-12T00:00:00","Free content","464"
"Statutes of the Realm: Volume 5, 1628-80","","Raithby, John","1819","https://www.british-history.ac.uk/statutes-realm/vol5","2007-02-23T00:00:00","Free content","351"
"Statutes of the Realm: Volume 6, 1685-94","","Raithby, John","1819","https://www.british-history.ac.uk/statutes-realm/vol6","2006-12-21T00:00:00","Free content","352"
"Statutes of the Realm: Volume 7, 1695-1701","","Raithby, John","1820","https://www.british-history.ac.uk/statutes-realm/vol7","2006-12-21T00:00:00","Free content","353"
